PID,Att (Variation),SKU,ASIN (To Populate),Link to Amazon,Amazon Title,Country of Origin,# Product Reviews,Avg Star Rating,Seasonality,Category,Subcategory,Category>Subcategory,Amazon Ranking (within Category) - not available (Project participants can fill in manually),Sales Rating (internal - nonAmazon),Sale Price,Inv Qty End of Period (Jul 30 - Aug 5),Traffic Jul 30 - Aug 5,Conversion Rate Jul 30 - Aug 5,Order Qty Rate Jul 30 - Aug 5,Quantity Aug 19 - Aug 26,Traffic Aug 19 - Aug 26,Conversion Rate Aug 19 - Aug 26,Order Qty Rate,Quantity Sep 2 - Sep 9,Traffic Sep 2 - Sep 9,Conversion Rate Sep 2 - Sep 9,Order Qty Rate,Quantity Sep 9 - Sep 16,Traffic Sep 9 - Sep 16,Conversion Rate Sep 9 - Sep 16,Order Qty Rate,Quantity Sep 16 - Sep 23,Traffic Sep 16 - Sep 23,Conversion Rate Sep 16 - Sep 23,Order Qty Rate,Quantity Sep 23 - Oct 2,Traffic Sep 23 - Oct 2,Conversion Rate Sep 23 - Oct 2,Order Qty Rate,Quantity Oct 2 - Oct 9,Traffic Sep 23 - Oct 2 - Oct 9,Conversion Rate Sep 23 - Oct 2 - Oct 9,Order Qty Rate,Keywords Provided to Amazon
195957,,195957,B01KGIE02E,https://www.amazon.com/dp/B01KGIE02E,NOVICA Artisan Handmade Ceramic Flower Pot Majolica Multicolor Mexico Outdoor Living Pots Talavera 'Wild Flowers',Mexico,No ASIN,No ASIN,,Outdoor Living,Outdoor Living,Outdoor Living>Outdoor Living,,A+,$49.99,15,93,3.2,,5,27,3.7,1,4,54,0,0,2,32,9.38,3,2,35,0,0,1,23,4.35,1,2,0,0,0,
378875,,378875,B0CDCG1PBX,https://www.amazon.com/dp/B0CDCG1PBX,NOVICA Handmade Painted Silk Batik Scarf Pomegranate Motif from Armenia Multicolor Accessories Scarves 'Precious Pomegranate in Green',Armenia,No ASIN,No ASIN,Fall/ Winter,Accessories,Scarves,Accessories>Scarves,,A+,$89.99,1,,,,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,
297024,,297024,B071LBRWSQ,https://www.amazon.com/dp/B071LBRWSQ,NOVICA Handmade Cotton Jewelry Roll Striped Guatemala Multicolor Boxes Rolls 'Rainbow Party',Central America,No ASIN,No ASIN,,Jewelry Boxes,Rolls,Jewelry Boxes>Rolls,,A+,$34.99,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
279071,,279071,B06XQCCQDT,https://www.amazon.com/dp/B06XQCCQDT,NOVICA Artisan Handblown Art Glass Centerpiece Colorful Brazil Decor Accessories Decorative 'Rainbow Eclipse',Brazil,No ASIN,No ASIN,,Decor Accessories,Decorative Bowls and Plates,Decor Accessories>Decorative Bowls and Plates,,A+,$179.99,1,,,,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,
276517,,276517,B0C6FBL8LR,https://www.amazon.com/dp/B0C6FBL8LR,NOVICA Handmade Handblown Art Glass Centerpiece Yellow Blue from Brazil Vases Murano Modern 'Yellow Blue Waves',Brazil,No ASIN,No ASIN,,Vases,Vases,Vases>Vases,,A+,$199.99,3,,,,1,1,0,0,1,2,0,0,1,0,0,0,6,0,0,0,6,0,0,0,5,0,0,0,
126445,,126445,B00HCXBB24,https://www.amazon.com/dp/B00HCXBB24,NOVICA Handblown Art Glass Vase Murano Inspired Multicolor Brazil Vases Cadmium Orange Traditional [11.25in H x 5.5in Diam.] 'Carnival Colors',Brazil,No ASIN,No ASIN,,Vases,Vases,Vases>Vases,,A+,$157.49,6,19,0,,6,9,0,0,5,9,0,0,3,8,0,0,3,9,0,0,2,5,0,0,1,0,0,0,
56625,,56625,B00016B05C,https://www.amazon.com/dp/B00016B05C,NOVICA Artisan Handblown Blown Glass Shot Blue Tequila Mexico Tableware Drinkware 'Pure Cobalt'(Set of 6),Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$49.99,12,19,0,,12,18,0,0,12,23,0,0,12,17,0,0,11,23,0,0,11,32,0,0,11,0,0,0,
33658,,33658,B01LY9MUWM,https://www.amazon.com/dp/B01LY9MUWM,NOVICA Artisan Handblown Champagne Flutes Glass Cocktail Multicolor Mexico Tableware Drinkware 'Confetti'(Set of 6),Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$99.95,7,20,0,,7,8,0,0,7,9,0,0,26,7,0,0,26,3,0,0,26,3,0,0,26,0,0,0,
427234,,427234,B0BMLQ5VXL,https://www.amazon.com/dp/B0BMLQ5VXL,NOVICA Artisan Handblown Champagne Flutes Multicolor from Mexico Glass Tableware Drinkware Recycled 'Intense Luxury'(Set of 4),Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$59.99,3,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
427214,,427214,B0BMLPZYL9,https://www.amazon.com/dp/B0BMLPZYL9,NOVICA Artisan Handmade Handblown Champagne Flutes White from Mexico Clear Glass Tableware Drinkware Recycled 'White Gala'(Set of 4),Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$59.99,12,1,0,,12,1,0,0,11,3,0,0,10,1,0,0,10,1,0,0,9,0,0,0,8,3,33.33,1,
427210,,427210,B0CBM2R866,https://www.amazon.com/dp/B0CBM2R866,NOVICA Artisan Handblown Cocktail Ecofriendly Red Mexico Tableware Drinkware 'Trendy Enchantment'(Set of 4),Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$59.99,7,1,0,,4,0,0,0,4,23,0,0,4,1,0,0,4,55,7.27,4,4,0,0,0,4,0,0,0,
427237,,427237,B0BMLR3DVK,https://www.amazon.com/dp/B0BMLR3DVK,NOVICA Artisan Handblown Cocktail Multicolor from Mexico Tableware Drinkware Recycled 'Intense Celebration'(Set of 4),Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$59.99,33,,,,30,0,0,0,30,1,0,0,30,0,0,0,30,0,0,0,30,0,0,0,30,0,0,0,
410491,,410491,B0BGT3TSXB,https://www.amazon.com/dp/B0BGT3TSXB,NOVICA Handblown Glass Bowl Blue Reflective from Recycled Mexico Decor Accessories Decorative Bowls Plates Modern Friendly [3.5in H x 6in Diam.] 'Blue Opal',Mexico,No ASIN,No ASIN,,Decor Accessories,Decorative Bowls and Plates,Decor Accessories>Decorative Bowls and Plates,,A+,$27.99,2,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,
230666,,230666,B00OV370Y6,https://www.amazon.com/dp/B00OV370Y6,NOVICA Artisan Handblown Glass Drinking Black Spiral Tumblers from Mexico Clear Tableware Drinkware 'Ebony Spin',Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$87.99,8,61,6.6,,22,38,5.26,2,20,45,0,0,20,35,2.86,1,20,47,0,0,16,32,12.5,4,23,0,0,0,
11461,,11461,B00FM6BPVU,https://www.amazon.com/dp/B00FM6BPVU,NOVICA Artisan Handblown Blown Glass Drinking Fair Trade Blue Tumbler Drinkware Clear Mexico Tableware 'Cobalt Classics' (set of 6),Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$59.95,483,799,4.3,,418,261,2.68,7,389,389,3.34,13,369,365,6.85,25,359,273,5.13,14,339,288,7.64,22,409,256,3.13,8,
14315,,14315,B00016AYRW,https://www.amazon.com/dp/B00016AYRW,NOVICA Artisan Handblown Glass Drinking Recycled Blue Tumblers Drinkware Mexico Tableware 'Pure Cobalt'(Set of 6),Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$79.99,251,324,1.5,,231,180,1.67,3,225,175,2.29,4,220,156,2.56,4,214,199,3.02,6,214,235,0.43,1,307,282,1.42,4,
11462,,11462,B01LWYVJQV,https://www.amazon.com/dp/B01LWYVJQV,NOVICA Artisan Handblown Glass Drinking Recycled Striped Blue Water Drinkware Mexico Tableware Tumbler 'Spirals of Thought' (set of 6),Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$89.99,19,9,0,,19,3,0,0,18,8,12.5,1,18,4,0,0,17,8,12.5,1,17,4,0,0,17,0,0,0,
208630,,208630,B00G4R3TN8,https://www.amazon.com/dp/B00G4R3TN8,NOVICA Artisan Handblown Glass Drinking Recycled with Yellow Accents Clear Mexico Tableware Drinkware 'Round Ribbon of Sunshine' (set of 6),Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$79.99,8,22,4.6,,7,13,0,0,7,10,0,0,7,10,0,0,7,9,0,0,27,7,0,0,27,0,0,0,
254507,,254507,B014LAUG3U,https://www.amazon.com/dp/B014LAUG3U,NOVICA Artisan Handblown Glass High Ball Blue Swirl Clear Mexico Tableware Drinkware Tumbler 'Sapphire Swirl'(Set of 6),Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$79.99,20,,,,18,0,0,0,18,0,0,0,18,0,0,0,18,0,0,0,18,0,0,0,18,0,0,0,
256160,,256160,B014LB9ARW,https://www.amazon.com/dp/B014LB9ARW,NOVICA Artisan Handblown Glass Highball Multicolor Orange Mexico Tableware Drinkware Water Recycled 'Rainbow Centrifuge',Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$87.99,7,14,0,,7,10,0,0,7,7,0,0,7,3,0,0,6,8,12.5,1,6,6,0,0,18,0,0,0,
252661,,252661,B012GV9XQC,https://www.amazon.com/dp/B012GV9XQC,NOVICA Artisan Handblown Glass Highball Multicolor Clear Blue Mexico Tableware Drinkware 'Confetti Festival' (set of 6),Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$89.99,26,7,0,,24,9,0,0,42,16,0,0,42,15,0,0,42,10,0,0,42,6,0,0,40,0,0,0,
282195,,282195,B01MQRR2M2,https://www.amazon.com/dp/B01MQRR2M2,NOVICA Artisan Handblown Glass Highball Recycled Tumblers Orange Yellow Stripe Clear Mexico Tableware Drinkware 'Ribbon of Sunshine',Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$79.99,20,8,12.5,,19,5,0,0,18,8,0,0,19,10,0,0,19,8,0,0,19,8,0,0,18,11,9.09,1,
254228,,254228,B0148V9XAO,https://www.amazon.com/dp/B0148V9XAO,NOVICA Artisan Handblown Glass Juice Clear with Aqua Rim Blue Mexico Tableware Drinkware Recycled 'Aquamarine Kiss' (set of 6),Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$47.99,18,12,8.3,,18,9,0,0,18,2,0,0,18,2,0,0,18,2,0,0,18,5,0,0,18,0,0,0,
252662,,252662,B012GVAI48,https://www.amazon.com/dp/B012GVAI48,NOVICA Artisan Handblown Glass Juice Colorful Multicolor Clear Blue Mexico Tableware Drinkware Recycled 'Confetti Festival' (set of 6),Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$64.95,4,18,0,,0,0,0,0,0,0,0,0,56,6,0,0,49,17,0,0,49,29,0,0,124,0,0,0,
67166,,67166,B0002JLXPA,https://www.amazon.com/dp/B0002JLXPA,NOVICA Artisan Handblown Blown Glass Juice Fair Trade Recycled Drinkware Blue Clear Mexico Tableware 'Cobalt Classics' (set of 6),Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$49.95,307,85,1.2,,304,39,0,0,303,32,0,0,302,28,3.57,1,301,24,0,0,303,23,0,0,302,39,2.56,1,
284619,,284619,B06XQC5Y3P,https://www.amazon.com/dp/B06XQC5Y3P,NOVICA Artisan Handblown Blown Glass Margarita Eco Friendly Clear Mexico Tableware Drinkware Recycled 'Cobalt Contrasts'(Set of 6),Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$69.99,228,25,0,,226,18,0,0,226,17,0,0,226,14,0,0,225,29,0,0,219,17,0,0,219,0,0,0,
251970,,251970,B012GUVLCW,https://www.amazon.com/dp/B012GUVLCW,NOVICA Artisan Handmade Blown Glass Margarita Multicolor Clear Mexico Tableware Drinkware 'Confetti Festival'(Set of 6),Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$89.95,31,29,0,,29,15,6.67,1,28,9,11.11,1,28,7,0,0,28,11,0,0,28,8,0,0,28,0,0,0,
55913,,55913,B000UBHHBY,https://www.amazon.com/dp/B000UBHHBY,NOVICA Artisan Handblown Glass Martini Recycled Drinkware Blue Mexico Tableware Cocktail 'Sapphire Blue'(Set of 6),Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$79.99,16,11,0,,14,8,0,0,13,11,9.09,1,13,4,0,0,13,10,0,0,12,5,0,0,11,0,0,0,
127926,,127926,B001DKDCAG,https://www.amazon.com/dp/B001DKDCAG,NOVICA Artisan Handblown Glass Pitcher Tall Clear Mexico Blue Tableware Drinkware Decanters 'Dotted Blue',Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$39.99,19,22,0,,15,8,12.5,1,34,8,0,0,34,17,0,0,34,14,0,0,54,17,0,0,54,0,0,0,
157060,,157060,B0062P4AP8,https://www.amazon.com/dp/B0062P4AP8,NOVICA Artisan Handmade Blown Glass Pitcher Multicolor Art Mexico Tableware Drinkware 'Confetti',Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$49.95,46,182,2.2,,40,96,5.21,5,34,228,1.75,4,40,182,2.75,5,46,243,1.23,3,40,175,4,7,36,132,1.52,2,
427211,,427211,B0CBMGDR99,https://www.amazon.com/dp/B0CBMGDR99,NOVICA Artisan Handblown Glass Pitcher Ecofriendly Red Recycled Mexico Tableware Drinkware Decanters 'Great Enchantment',Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$39.99,14,2,0,,0,14,14.29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
228652,,228652,B00MV08EM8,https://www.amazon.com/dp/B00MV08EM8,NOVICA Artisan Handblown Glass Pitcher Recycled Blue Stripe Mexico Tableware Drinkware Decanters 'Blue Spiral',Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$39.99,20,39,2.6,,16,15,6.67,1,15,17,0,0,14,27,3.7,1,5,25,4,1,5,15,0,0,5,0,0,0,
216236,,216236,B00NQ9UNCW,https://www.amazon.com/dp/B00NQ9UNCW,NOVICA Artisan Handmade Blown Glass Pitcher with Ice Chamber Art Blue Mexico Tableware Drinkware 'Fresh Ocean',Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$69.99,9,18,0,,8,17,0,0,8,17,0,0,8,14,0,0,2,12,0,0,2,11,0,0,6,0,0,0,
254500,,254500,B014HK3B9K,https://www.amazon.com/dp/B014HK3B9K,NOVICA Artisan Handblown Glass Rock Sapphire Blue Swirl Mexico Tableware Drinkware 'Sapphire Swirl'(Set of 6),Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$79.99,20,15,0,,19,4,0,0,18,2,0,0,18,3,0,0,3,6,0,0,14,2,0,0,14,0,0,0,
256161,,256161,B014LB9CZ2,https://www.amazon.com/dp/B014LB9CZ2,NOVICA Artisan Handmade Blown Glass Rocks Multicolor Orange Mexico Tableware Drinkware 'Rainbow Centrifuge' (set of 6),Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$74.99,8,50,0,,6,17,0,0,6,25,0,0,6,14,0,0,4,13,15.38,2,4,14,0,0,4,0,0,0,
157065,,157065,B0062P4864,https://www.amazon.com/dp/B0062P4864,NOVICA Artisan Handblown Glass Shot Mexico Red Recycled Drinkware Tableware 'Ripe Ruby'(Set of 6),Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$59.99,13,20,0,,12,3,0,0,12,13,0,0,12,8,0,0,12,7,0,0,12,7,0,0,12,0,0,0,
255375,,255375,B014LB64VC,https://www.amazon.com/dp/B014LB64VC,NOVICA Artisan Handblown Glass Tumblers Aquamarine Blue Mexico Tableware Drinkware Water Recycled 'Aquamarine Bubbles'(Set of 6),Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$69.99,12,28,0,,12,28,0,0,11,14,7.14,1,11,21,0,0,11,18,0,0,10,10,10,1,16,0,0,0,
14341,,14341,B0002JLX4G,https://www.amazon.com/dp/B0002JLX4G,NOVICA Artisan Handblown Glass Tumblers Blue Mexico Tableware Drinkware 'Pure Cobalt'(Set of 6),Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$69.99,42,149,2,,44,96,1.04,1,41,117,1.71,2,48,113,0.88,1,51,109,0,0,49,128,0,0,47,95,1.05,1,
147009,,147009,B0058E21VE,https://www.amazon.com/dp/B0058E21VE,NOVICA Artisan Handblown Glass Tumblers Blue Rimmed Mexico Tableware Drinkware 'Cobalt Classics'(Set of 6),Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$59.99,169,172,4.1,,148,61,9.84,6,142,58,6.9,4,139,63,6.35,4,138,35,2.86,1,136,50,4,2,135,0,0,0,
157066,,157066,B0062P4CLU,https://www.amazon.com/dp/B0062P4CLU,NOVICA Artisan Handblown Glass Tumblers Multicolor Mexico Tableware Drinkware 'Carnival'(Set of 6),Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$89.99,213,170,0.6,,194,0,0,0,168,88,1.14,1,24,55,3.64,2,36,0,0,0,36,0,0,0,36,0,0,0,
157062,,157062,B0057Y8T52,https://www.amazon.com/dp/B0057Y8T52,NOVICA Artisan Handblown Glass Tumblers Recycled Drinkware Multicolor Mexico Tableware 'Confetti Festival'(Set of 6),Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$74.95,3,209,4.3,,18,9,11.11,1,10,103,2.91,3,49,82,1.22,1,46,105,1.9,2,47,66,1.52,1,45,66,1.52,1,
208628,,208628,B00G4R3T4W,https://www.amazon.com/dp/B00G4R3T4W,NOVICA Artisan Handblown Blown Glass Tumblers Recycled Striped Clear Yellow Mexico Tableware Drinkware 'Ribbon of Sunshine',Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$79.99,27,42,2.4,,23,17,5.88,1,22,20,5,1,21,29,3.45,1,20,22,4.55,1,20,15,0,0,20,0,0,0,
255007,,255007,B014LB3R2G,https://www.amazon.com/dp/B014LB3R2G,NOVICA Artisan Hand Blown Glass Water in Aqua White Turquoise Blue Mexico Tableware Drinkware 'Whirling Aquamarine',Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$69.99,3,118,0,,26,0,0,0,25,83,0,0,25,56,0,0,36,65,0,0,106,84,0,0,106,0,0,0,
254492,,254492,B014HK37BC,https://www.amazon.com/dp/B014HK37BC,NOVICA Artisan Handblown Glass Water Hand Orange Swirl Mexico Tableware Drinkware 'Tangerine Swirl'(Set of 6),Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$79.99,108,19,0,,101,11,0,0,101,10,0,0,99,12,0,0,99,12,0,0,98,4,0,0,98,0,0,0,
162790,,162790,B00BWZG66O,https://www.amazon.com/dp/B00BWZG66O,NOVICA Artisan Handblown Glass Wine Clear with Red Rim Mexico Tableware Drinkware Cocktail Recycled 'Ruby Globe'(Set of 4),Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$59.99,5,11,0,,4,5,0,0,4,5,0,0,4,10,0,0,4,6,0,0,3,6,0,0,6,7,14.29,1,
284622,,284622,B06XQF2DPV,https://www.amazon.com/dp/B06XQF2DPV,NOVICA Artisan Handblown Glass Wine Goblets Hand Clear Mexico Tableware Drinkware Recycled 'Cobalt Contrasts'(Set of 6),Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$74.99,25,19,5.3,,25,6,0,0,19,22,4.55,1,18,15,6.67,1,15,32,9.38,3,10,11,0,0,10,0,0,0,
255005,,255005,B014LB3NCA,https://www.amazon.com/dp/B014LB3NCA,NOVICA Artisan Hand Blown Highball Aquawhite from Mexico Blue Tableware Drinkware Water Recycled 'Whirling Aquamarine',Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$69.99,14,243,2.9,,41,160,1.25,2,38,285,1.05,3,36,245,0.82,2,34,231,0.87,2,90,202,1.98,4,87,175,1.71,3,
203999,,203999,B00BWZDP5O,https://www.amazon.com/dp/B00BWZDP5O,NOVICA Artisan Handmade Juice Glass Blue Rim Mexico Clear Tableware Drinkware Recycled Royal Classic Snorkel Handblown 'Short Cobalt Groove' (set of 6),Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$69.99,6,4,0,,6,4,0,0,6,5,0,0,6,1,0,0,6,3,0,0,6,2,0,0,6,0,0,0,
252663,,252663,B012GVA63G,https://www.amazon.com/dp/B012GVA63G,NOVICA Handblown Juice Glasses in 3 Colors Green Blue Mexico Tableware Drinkware Cocktail Recycled Eco Friendly 'Beach Vibes'(Set of 6),Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$79.99,31,15,0,,26,2,0,0,23,9,22.22,2,22,9,11.11,1,22,6,0,0,22,3,0,0,22,0,0,0,
427206,,427206,B07KSX178N,https://www.amazon.com/dp/B07KSX178N,NOVICA Artisan Handblown Martini Ecofriendly Red Mexico Tableware Drinkware 'Luxury Enchantment'(Set of 4),Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$67.99,4,2,0,,5,0,0,0,2,24,20.83,5,2,6,0,0,2,6,0,0,2,3,0,0,2,0,0,0,
427216,,427216,B0BMLNB91H,https://www.amazon.com/dp/B0BMLNB91H,NOVICA Handblown Martini Glasses White from Mexico Tableware Drinkware Recycled 'White Soire'(Set of 4),Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$67.99,5,,,,4,0,0,0,4,0,0,0,4,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,
290181,,290181,B06XPRDQCZ,https://www.amazon.com/dp/B06XPRDQCZ,NOVICA Artisan Handblown Recycled Juice from Mexico Clear Turquoise Blue Tableware Drinkware 'Sky Blue Halos',Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$59.99,6,17,5.9,,3,8,0,0,4,2,0,0,4,3,0,0,4,3,0,0,18,6,0,0,18,0,0,0,
249758,,249758,B0108IF1U2,https://www.amazon.com/dp/B0108IF1U2,NOVICA Artisan Handblown Glass Tumblers Recycled Drinkware Clear Blue Guatemala Tableware 'Aurora'(12 Oz),Central America,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$98.99,79,3,0,,79,1,0,0,78,2,0,0,78,1,0,0,78,1,0,0,78,1,0,0,78,0,0,0,
427203,,427203,B07KT45VPH,https://www.amazon.com/dp/B07KT45VPH,NOVICA Artisan Handblown Stemless Wine Ecofriendly Red Clear Mexico Tableware 'Energy Enchantment'(Set of 6),Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$87.99,18,3,0,,15,10,20,2,15,14,0,0,15,4,0,0,3,7,0,0,2,6,0,0,10,0,0,0,
427232,,427232,B0BMLP7C1S,https://www.amazon.com/dp/B0BMLP7C1S,NOVICA Handblown Stemless Wine Glasses Multicolor Mexico Tableware Drinkware Cocktail Recycled [ 13 Oz. 3.9in H x 3.5in Diam.] 'Intense Gallantry'(Set of 6),Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$74.99,23,2,0,,17,2,0,0,16,3,0,0,16,4,0,0,16,1,0,0,15,3,0,0,15,0,0,0,
427225,,427225,B0BMLPL17K,https://www.amazon.com/dp/B0BMLPL17K,NOVICA Handblown Stemless Wine Glasses Turquoise White Blue Mexico Tableware Drinkware Recycled [ 3.9in H x 3.5in Diam. 13 Oz.] 'Waves of Freshness'(Set of 6),Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$79.99,13,2,0,,9,0,0,0,4,3,33.33,1,3,9,0,0,1,14,7.14,1,0,8,12.5,1,0,0,0,0,
15912,,15912,B00BWZEIOQ,https://www.amazon.com/dp/B00BWZEIOQ,NOVICA Artisan Handblown Tumblers Water Recycled Drinkware Mexico Brown Tableware 'Tall Tortoise Shell'(Set of 6),Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$89.99,30,208,1,,24,558,1.08,6,21,431,0.7,3,84,278,1.08,3,78,251,1.99,5,73,395,1.01,4,70,321,1.25,4,
11458,,11458,B0057Y8ZYC,https://www.amazon.com/dp/B0057Y8ZYC,NOVICA Artisan Handblown Water Collectible Goblets Drinkware Blue Clear Mexico Tableware 'Spring Skies'(Set of 6),Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$84.99,41,9,0,,40,19,0,0,40,11,0,0,40,18,0,0,40,20,0,0,40,30,0,0,40,0,0,0,
83020,,83020,B01LXMC0Z1,https://www.amazon.com/dp/B01LXMC0Z1,NOVICA Artisan Handmade Wine Blue Accent Mexico Tableware Drinkware Cocktail 'Tall Cobalt Spiral' (set of 6),Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$89.99,24,7,0,,22,4,25,1,22,7,0,0,22,1,0,0,21,7,14.29,1,21,9,0,0,19,21,9.52,2,
15781,,15781,B0057Y907S,https://www.amazon.com/dp/B0057Y907S,NOVICA Artisan Handblown Wine Fair Trade Mexico Brown Tableware Drinkware Cocktail 'Tortoise Shell'(Set of 6),Mexico,No ASIN,No ASIN,,Tableware,Drinkware,Tableware>Drinkware,,A+,$107.99,19,37,0,,33,57,3.51,2,30,78,5.13,4,27,443,0.68,3,25,187,1.07,2,20,140,3.57,5,25,159,3.14,5,
262455,,262455,B06VTBHYHH,https://www.amazon.com/dp/B06VTBHYHH,NOVICA Artisan Handmade African Wood Mask Ornate Embossed Brass Metallic Gold Tone Brown Ghana 'Peace Be Unto You',West Africa,No ASIN,No ASIN,,Masks,Masks,Masks>Masks,,A+,$49.99,7,31,0,,4,28,0,0,4,28,0,0,2,33,6.06,2,12,40,2.5,1,1,26,0,0,10,42,2.38,1,
369041,,369041,B081TGBNKL,https://www.amazon.com/dp/B081TGBNKL,NOVICA Handcarved Bone Nativity Sculpture from Bali Brown Bonewood Indonesia Holiday Decor Ornaments Scenes Christian 'Birth of Jesus',Bali and Java,No ASIN,No ASIN,Fall/ Winter,Holiday Decor & Ornaments,Nativity Scenes,Holiday Decor & Ornaments>Nativity Scenes,,A+,$66.49,3,,,,7,0,0,0,7,0,0,0,7,0,0,0,6,0,0,0,6,0,0,0,4,0,0,0,
228985,,228985,B00NB2LED6,https://www.amazon.com/dp/B00NB2LED6,NOVICA Artisan Handmade Decorative Wood Box Round Carved Trinket from Bali Multicolor Indonesia 'Denpasar Treasure',Bali and Java,No ASIN,No ASIN,,Decor Accessories,Decorative Boxes,Decor Accessories>Decorative Boxes,,A+,$35.99,9,4,0,,9,6,0,0,9,3,0,0,9,1,0,0,9,4,0,0,9,4,0,0,9,0,0,0,
